event_id,occurred_at,user_id,event_type,properties_json
57d979e8-9181-449c-ba1f-51f5710fe918,2025-08-21T11:51:46+03:00,7,message_sent,"{""country"":""ES"",""session_id"":""6bdca9f7"",""length"":238,""channel"":""group""}"
8755e4b1-a90e-45cd-8b7f-fac70ae84fcd,2025-08-06T09:08:01+03:00,1,message_sent,"{""country"":""DE"",""session_id"":""0e90695b"",""length"":303,""channel"":""group""}"
d0c45b65-aef7-401d-a770-bf4dce9762ff,2025-08-27T15:30:42+03:00,1,message_sent,"{""country"":""FR"",""session_id"":""36687f2f"",""length"":80,""channel"":""channel""}"
26bb44c8-da76-417a-b23b-c522cf47579f,2025-08-26T22:41:06+03:00,1,view_item,"{""country"":""NL"",""session_id"":""b6721899"",""item_id"":""SKU3281"",""price"":89.59,""currency"":""USD""}"
20e66148-96dd-4d2d-abc1-9843491f5395,2025-08-07T04:13:18+03:00,146,message_sent,"{""country"":""NL"",""session_id"":""2b44f0a6"",""length"":124,""channel"":""channel""}"
7ff048b8-ee6c-408e-a361-e11704f28408,2025-08-27T08:58:47+03:00,15,view_item,"{""country"":""FR"",""session_id"":""1b8fac2c"",""item_id"":""SKU8506"",""price"":134.18,""currency"":""USD""}"
a0a195dd-cadb-44dd-a8bb-58f0fe1a337a,2025-08-27T20:32:08+03:00,13,message_sent,"{""country"":""NL"",""session_id"":""0aeb573c"",""length"":78,""channel"":""channel""}"
fcf98eca-75b8-44af-8fc6-98da32dcbfc7,2025-08-25T09:00:49+03:00,225,view_item,"{""country"":""DE"",""session_id"":""d26f6c12"",""item_id"":""SKU3823"",""price"":32.6,""currency"":""USD""}"
554b0550-43c3-4211-a800-6b1e594cb3aa,2025-08-02T11:33:33+03:00,1,add_to_cart,"{""country"":""NL"",""session_id"":""e7e97316"",""item_id"":""SKU8905"",""qty"":1}"
2f3ef9a0-7e4d-4d27-a353-478e14a7f02a,2025-08-07T11:49:06+03:00,1,message_sent,"{""country"":""NL"",""session_id"":""a88bb3d0"",""length"":232,""channel"":""channel""}"
b1becd40-e95c-46c2-8aba-d9eaf233581f,2025-08-03T13:39:32+03:00,275,app_open,"{""country"":""SE"",""session_id"":""8175e531"",""app_version"":""1.8.3"",""os"":""Web""}"
b5063a65-2b46-4155-809f-1e200867bac3,2025-08-26T13:15:44+03:00,12,app_open,"{""country"":""NL"",""session_id"":""6f14079c"",""app_version"":""1.4.8"",""os"":""iOS""}"
2447a631-afc9-41b5-888b-0a9e12d93996,2025-08-04T12:20:04+03:00,1,message_sent,"{""country"":""RO"",""session_id"":""9a6170ed"",""length"":124,""channel"":""group""}"
6db3c247-ebf0-4547-9da7-a150d8394fc4,2025-08-26T08:49:09+03:00,39,app_open,"{""country"":""KZ"",""session_id"":""c12b2f5f"",""app_version"":""1.5.2"",""os"":""Android""}"
59039069-5fc4-4aa1-bac7-3aa0898d6885,2025-08-08T17:06:25+03:00,570,message_sent,"{""country"":""IT"",""session_id"":""b9493806"",""length"":84,""channel"":""channel""}"
ec2ec3fc-048a-4a88-86bf-ddc0b2b35ca4,2025-08-14T23:25:21+03:00,1,message_sent,"{""country"":""ES"",""session_id"":""86f600c6"",""length"":101,""channel"":""group""}"
9f1a36af-2df3-4406-9111-3fb767eebe04,2025-08-01T11:29:28+03:00,60,view_item,"{""country"":""KZ"",""session_id"":""a1712a1b"",""item_id"":""SKU1296"",""price"":79.95,""currency"":""USD""}"
af8ab0d1-e857-4e4a-b80d-f7715b40882c,2025-08-03T08:58:50+03:00,3,view_item,"{""country"":""US"",""session_id"":""b5fbd015"",""item_id"":""SKU2716"",""price"":21.39,""currency"":""USD""}"
72dc63fc-73c0-4fd4-98c1-cad2e4a22c8d,2025-08-06T11:08:52+03:00,308,app_open,"{""country"":""ES"",""session_id"":""dab5683a"",""app_version"":""1.4.6"",""os"":""iOS""}"
aba38d73-e011-477c-a7a0-3f7baf9a06a2,2025-08-16T16:05:17+03:00,12,view_item,"{""country"":""UA"",""session_id"":""d38408d3"",""item_id"":""SKU4003"",""price"":87.94,""currency"":""USD""}"
8353abf6-ab3c-476d-a6a8-bbd7d18508af,2025-08-21T07:16:05+03:00,424,app_open,"{""country"":""SE"",""session_id"":""069dcbb5"",""app_version"":""1.3.1"",""os"":""Android""}"
16bf0f9a-3a71-4f54-91c7-539308b9e638,2025-08-11T23:26:59+03:00,8,message_sent,"{""country"":""GB"",""session_id"":""c1b54bc5"",""length"":319,""channel"":""private""}"
2906b694-9b66-4690-94dc-37f7c1d72930,2025-08-04T21:16:03+03:00,54,app_open,"{""country"":""DE"",""session_id"":""6cd459bf"",""app_version"":""1.3.4"",""os"":""Web""}"
321a7797-913b-4401-a928-24fff0107c93,2025-08-10T13:43:11+03:00,82,view_item,"{""country"":""GB"",""session_id"":""2ff5bd15"",""item_id"":""SKU6685"",""price"":161.72,""currency"":""USD""}"
f58a8bde-f75a-4583-ae31-2021839aae00,2025-08-01T17:35:12+03:00,1,logout,"{""country"":""NL"",""session_id"":""1424ea80"",""method"":""apple""}"
41c3d545-afe5-4981-a207-9c46d6943dfa,2025-08-22T18:27:42+03:00,8,app_open,"{""country"":""IT"",""session_id"":""57c8c608"",""app_version"":""1.8.6"",""os"":""Web""}"
7d896753-0176-4d5d-a758-c901a700ddf0,2025-08-08T11:53:56+03:00,2,view_item,"{""country"":""KZ"",""session_id"":""77e9b4a1"",""item_id"":""SKU3289"",""price"":83.92,""currency"":""USD""}"
03df5b76-1aca-43f0-b5c6-0d5d7f7bf1ea,2025-08-05T02:40:47+03:00,1,view_item,"{""country"":""GB"",""session_id"":""a7f874bd"",""item_id"":""SKU8057"",""price"":36.83,""currency"":""USD""}"
d3f128ed-3cbc-47c7-8577-0f93de17b734,2025-08-28T13:18:38+03:00,168,app_open,"{""country"":""US"",""session_id"":""392c9ba8"",""app_version"":""1.4.0"",""os"":""Android""}"
21913b69-6e4e-4609-bca0-27376e712c14,2025-08-01T10:21:35+03:00,3,app_open,"{""country"":""FR"",""session_id"":""2d86cffa"",""app_version"":""1.3.0"",""os"":""Android""}"
66a448c2-071c-4fe6-b434-8b6e0e268733,2025-08-11T12:30:17+03:00,1,app_open,"{""country"":""NL"",""session_id"":""1b8a3b2b"",""app_version"":""1.3.3"",""os"":""Web""}"
f1e54702-c3f4-4465-8d2f-8d3f14734c1c,2025-08-27T07:25:37+03:00,1,message_sent,"{""country"":""UA"",""session_id"":""2898f290"",""length"":202,""channel"":""private""}"
5a86c2ac-b1e9-48de-9a94-5b27c1cd5d8e,2025-08-03T15:33:54+03:00,29,app_open,"{""country"":""DE"",""session_id"":""4cfe10f3"",""app_version"":""1.9.6"",""os"":""Android""}"
994fa59c-6cba-4489-a8ed-41e1c440df46,2025-08-10T16:41:09+03:00,11,message_sent,"{""country"":""UA"",""session_id"":""1be9622e"",""length"":423,""channel"":""channel""}"
6c68542e-d3a8-4293-84a4-47e5d9ab7ebf,2025-08-24T16:32:08+03:00,28,message_sent,"{""country"":""NL"",""session_id"":""70aa2a94"",""length"":386,""channel"":""channel""}"
ff009e2e-d13a-4a72-b2d8-0073e6b1b699,2025-08-01T18:37:51+03:00,130,add_to_cart,"{""country"":""KZ"",""session_id"":""c41b54c2"",""item_id"":""SKU4767"",""qty"":1}"
dc9aa4d5-d3e0-488c-a025-50d5d59d8e76,2025-08-12T21:24:53+03:00,1,app_open,"{""country"":""IT"",""session_id"":""1d189de6"",""app_version"":""1.8.0"",""os"":""Web""}"
8abb1ed2-08ed-405d-bdb9-43294943bbb0,2025-08-08T13:00:29+03:00,14,app_open,"{""country"":""PL"",""session_id"":""4e87bfab"",""app_version"":""1.8.8"",""os"":""iOS""}"
afef874b-8ef0-44fd-bbd9-d0716540627b,2025-08-24T13:51:04+03:00,1,add_to_cart,"{""country"":""GB"",""session_id"":""2aed2a61"",""item_id"":""SKU4846"",""qty"":3}"
edc8cb0f-f151-4047-93c9-27d28f9505ef,2025-08-21T22:31:54+03:00,2,message_sent,"{""country"":""ES"",""session_id"":""fd2fe1ee"",""length"":40,""channel"":""group""}"
71c994e6-3e67-4101-a1c0-4bd3f5c2a7cb,2025-08-02T15:41:12+03:00,3,login,"{""country"":""PL"",""session_id"":""92db29e0"",""method"":""google""}"
3ded1b9f-b918-4490-b326-bf1a95a76fdd,2025-08-23T11:36:08+03:00,34,view_item,"{""country"":""UA"",""session_id"":""a539043b"",""item_id"":""SKU8903"",""price"":16.83,""currency"":""USD""}"
744af7ae-5055-4f23-917e-35432941be59,2025-08-23T10:31:18+03:00,40,app_open,"{""country"":""KZ"",""session_id"":""03e56391"",""app_version"":""1.8.4"",""os"":""Android""}"
297bb5f9-1fe2-46c2-9b4b-5f1cb926178f,2025-08-29T14:19:05+03:00,87,view_item,"{""country"":""IT"",""session_id"":""eec5df46"",""item_id"":""SKU1286"",""price"":61.47,""currency"":""USD""}"
afc44484-37c5-4dfa-864d-b0abbff43581,2025-08-15T23:24:13+03:00,12,app_open,"{""country"":""US"",""session_id"":""b28246c6"",""app_version"":""1.1.9"",""os"":""iOS""}"
e0e34a5a-51b0-4ee6-99ef-d638f35fbf9e,2025-08-12T08:52:40+03:00,13,app_open,"{""country"":""NL"",""session_id"":""67f29053"",""app_version"":""1.4.1"",""os"":""Web""}"
09298b32-3b8b-4662-917f-26228a219fd0,2025-08-29T13:01:10+03:00,11,view_item,"{""country"":""UA"",""session_id"":""f10d2763"",""item_id"":""SKU9055"",""price"":137.91,""currency"":""USD""}"
1779eb55-2cb7-4ef3-89d2-0be05cf777c0,2025-08-14T11:20:07+03:00,62,view_item,"{""country"":""FR"",""session_id"":""373095c7"",""item_id"":""SKU1028"",""price"":68.29,""currency"":""USD""}"
d6c2009e-7f2c-440b-9151-ed7071efa1b6,2025-08-30T09:00:57+03:00,6,view_item,"{""country"":""KZ"",""session_id"":""e9ecbc5e"",""item_id"":""SKU5748"",""price"":54.38,""currency"":""USD""}"
007a4c3a-f8c3-44fd-ac1e-345e69000be6,2025-08-28T15:23:59+03:00,5,app_open,"{""country"":""ES"",""session_id"":""b2d8331e"",""app_version"":""1.4.0"",""os"":""Android""}"
87db24a8-ec56-44f4-9089-42a98b513ad3,2025-08-10T15:09:15+03:00,158,app_open,"{""country"":""GB"",""session_id"":""2f202c82"",""app_version"":""1.6.8"",""os"":""Android""}"
bcae5af8-88db-4d7a-9368-2627878bdb88,2025-08-14T19:51:48+03:00,5,app_open,"{""country"":""RO"",""session_id"":""433ddab6"",""app_version"":""1.6.8"",""os"":""Web""}"
039a8e27-80c0-43ac-8795-05280a6d9a9f,2025-08-30T17:28:39+03:00,1,app_open,"{""country"":""DE"",""session_id"":""f329d2b7"",""app_version"":""1.4.7"",""os"":""iOS""}"
9a14440e-168c-4566-a3f5-c49d644989ac,2025-08-06T13:21:18+03:00,16,login,"{""country"":""GB"",""session_id"":""1f104b57"",""method"":""github""}"
abc5be4a-56e8-43b8-b384-6b7af72932d3,2025-08-09T12:15:19+03:00,624,message_sent,"{""country"":""IT"",""session_id"":""1992bf47"",""length"":286,""channel"":""channel""}"
6e4d5afc-a84f-4e60-893f-061f2b08a850,2025-08-06T07:32:57+03:00,1,view_item,"{""country"":""IT"",""session_id"":""a95a0885"",""item_id"":""SKU4604"",""price"":93.33,""currency"":""USD""}"
1932b0f6-d503-4ddb-b74c-238fb95134ba,2025-08-14T08:12:15+03:00,82,view_item,"{""country"":""PL"",""session_id"":""fcadfeef"",""item_id"":""SKU3862"",""price"":71.68,""currency"":""USD""}"
af147e43-b272-42f2-8878-b8ee8ed14c8d,2025-08-09T18:12:56+03:00,2,app_open,"{""country"":""UA"",""session_id"":""f17d8666"",""app_version"":""1.6.6"",""os"":""Android""}"
e1e3c405-ff80-4762-9931-e1651490afa3,2025-08-09T11:03:31+03:00,2,message_sent,"{""country"":""GB"",""session_id"":""b232f7fe"",""length"":295,""channel"":""group""}"
4b988a50-bb4e-48c0-b7ec-ea0234f0f6f8,2025-08-21T17:54:13+03:00,11,app_open,"{""country"":""PL"",""session_id"":""9c46859e"",""app_version"":""1.4.3"",""os"":""Android""}"
9528322e-abd4-4454-964c-56ea7662ac72,2025-08-10T18:55:01+03:00,8,view_item,"{""country"":""DE"",""session_id"":""a9eb1abd"",""item_id"":""SKU1528"",""price"":87.91,""currency"":""USD""}"
59d44a9b-f0c0-4ce1-b011-8e3a2dfa3fff,2025-08-19T13:04:25+03:00,120,message_sent,"{""country"":""NL"",""session_id"":""3a6b6c70"",""length"":438,""channel"":""group""}"
24f193d9-aa44-4698-8c7b-3c44362989c5,2025-08-04T10:09:33+03:00,2,logout,"{""country"":""RO"",""session_id"":""3693369a"",""method"":""password""}"
f55f7cfa-cb81-4328-b34b-3fbb16dccd25,2025-08-21T18:57:29+03:00,60,login,"{""country"":""PL"",""session_id"":""85805bc1"",""method"":""password""}"
38dd8925-7ef6-4740-b65d-15f76ab6b9b4,2025-08-19T20:41:45+03:00,1,app_open,"{""country"":""GB"",""session_id"":""4553eba3"",""app_version"":""1.2.4"",""os"":""Web""}"
3684587b-68e1-4572-bff0-859ac1bf4034,2025-08-04T07:19:33+03:00,49,add_to_cart,"{""country"":""SE"",""session_id"":""30e66de5"",""item_id"":""SKU4140"",""qty"":2}"
6a8420f0-123a-4e7b-b98b-66a6d93750d0,2025-08-01T01:19:29+03:00,107,app_open,"{""country"":""GB"",""session_id"":""341629e3"",""app_version"":""1.5.3"",""os"":""Android""}"
29b41820-a5f3-442c-86cf-4367f20360d2,2025-08-01T21:45:41+03:00,16,view_item,"{""country"":""GB"",""session_id"":""fa3465bf"",""item_id"":""SKU1906"",""price"":9.25,""currency"":""USD""}"
487d8987-0830-4c13-ab96-c921e7e560b0,2025-08-14T07:14:42+03:00,41,view_item,"{""country"":""ES"",""session_id"":""5df45b56"",""item_id"":""SKU7065"",""price"":49.22,""currency"":""USD""}"
74b49ab4-c20b-439e-9fa6-9b35246fe293,2025-08-14T12:25:12+03:00,4,app_open,"{""country"":""UA"",""session_id"":""1aa0aecf"",""app_version"":""1.4.8"",""os"":""iOS""}"
5f5311c2-dec4-491d-95d7-e7c770d7a9ab,2025-08-10T17:12:14+03:00,584,app_open,"{""country"":""IT"",""session_id"":""7aaef054"",""app_version"":""1.3.4"",""os"":""Android""}"
282ac63d-1327-4714-b8bf-90bb64d509f0,2025-08-20T09:14:31+03:00,27,app_open,"{""country"":""ES"",""session_id"":""d90029dd"",""app_version"":""1.0.9"",""os"":""iOS""}"
24253c93-2b08-4860-8a33-e76c0fa8f087,2025-08-01T22:09:26+03:00,1,login,"{""country"":""UA"",""session_id"":""d5753830"",""method"":""password""}"
bed12f0b-0f1a-4afd-8935-ea6e73931cd4,2025-08-23T19:46:07+03:00,8,app_open,"{""country"":""PL"",""session_id"":""30b84ef4"",""app_version"":""1.2.5"",""os"":""iOS""}"
140de6d3-cc2a-43b6-9ed9-9324de137685,2025-08-24T13:19:42+03:00,413,app_open,"{""country"":""KZ"",""session_id"":""9e19a59c"",""app_version"":""1.6.5"",""os"":""Android""}"
3dac1020-0e7d-4f86-81db-efc158372755,2025-08-03T11:22:26+03:00,1,view_item,"{""country"":""PL"",""session_id"":""cfe8680d"",""item_id"":""SKU4398"",""price"":79.13,""currency"":""USD""}"
18bfe0f3-c02b-424e-a068-1fb786dd169b,2025-08-26T13:03:45+03:00,3,message_sent,"{""country"":""IT"",""session_id"":""ebf501f0"",""length"":101,""channel"":""group""}"
b587b640-a01b-4f59-a533-1b5c61053a26,2025-08-11T12:57:30+03:00,8,view_item,"{""country"":""UA"",""session_id"":""adaeb4e0"",""item_id"":""SKU7730"",""price"":53.36,""currency"":""USD""}"
1628d0f4-7365-45fe-9f87-41e2e4322f07,2025-08-13T05:04:51+03:00,6,add_to_cart,"{""country"":""UA"",""session_id"":""d0bbda26"",""item_id"":""SKU5210"",""qty"":1}"
02d6435c-6e8f-4d3d-af56-82116afb78f6,2025-08-11T12:21:39+03:00,287,message_sent,"{""country"":""UA"",""session_id"":""e55785c8"",""length"":135,""channel"":""channel""}"
e210e022-2174-4a8c-ac4a-040562d26ea1,2025-08-09T11:46:48+03:00,3,purchase,"{""country"":""SE"",""session_id"":""1b3c4ef7"",""order_id"":""3583a9df-767d-4be9-9ba2-3aa0fbbf0573"",""amount"":8.52,""currency"":""USD"",""payment_method"":""paypal"",""items"":1}"
d4359622-ce04-4d5a-be38-be1689a5cabe,2025-08-15T21:24:50+03:00,57,app_open,"{""country"":""GB"",""session_id"":""63fd0650"",""app_version"":""1.6.7"",""os"":""iOS""}"
d25719a9-7639-469a-9d14-280de88033ab,2025-08-26T20:19:52+03:00,1,login,"{""country"":""KZ"",""session_id"":""9b5f187d"",""method"":""google""}"
4fe4b55b-9e59-4dd7-9e43-125751a21825,2025-08-11T13:50:50+03:00,4,add_to_cart,"{""country"":""SE"",""session_id"":""52ac8c10"",""item_id"":""SKU2294"",""qty"":3}"
a27e747c-5361-45ad-8723-b1c7d1873aa3,2025-08-08T12:41:02+03:00,77,app_open,"{""country"":""IT"",""session_id"":""58c9ca13"",""app_version"":""1.8.8"",""os"":""Android""}"
87dfd395-afd4-499d-a310-a88de44454aa,2025-08-04T23:16:39+03:00,7,app_open,"{""country"":""PL"",""session_id"":""d04550de"",""app_version"":""1.3.1"",""os"":""Android""}"
20864eba-2956-4dd1-a2c6-9cf3ce603369,2025-08-15T09:08:26+03:00,54,view_item,"{""country"":""IT"",""session_id"":""c8efc64a"",""item_id"":""SKU4849"",""price"":150.86,""currency"":""USD""}"
9ece2446-dde8-42c2-a472-0cfa346e7a69,2025-08-04T17:18:18+03:00,38,message_sent,"{""country"":""GB"",""session_id"":""c4ae9ecb"",""length"":291,""channel"":""group""}"
a1e49a19-98c0-45a5-a04d-9fdb8b07c155,2025-08-07T13:11:15+03:00,68,view_item,"{""country"":""US"",""session_id"":""44f54677"",""item_id"":""SKU3512"",""price"":59.86,""currency"":""USD""}"
56fb6fea-8b5a-4598-9e76-ebfef57ae994,2025-08-03T12:15:32+03:00,2,login,"{""country"":""NL"",""session_id"":""651f66dc"",""method"":""google""}"
7f43e040-57bc-4798-a2e4-7ae5b4d69d32,2025-08-15T23:06:00+03:00,1,add_to_cart,"{""country"":""IT"",""session_id"":""9c943261"",""item_id"":""SKU4786"",""qty"":2}"
1106310b-fec6-4fa2-9d07-c26f7d3b8bde,2025-08-10T10:03:12+03:00,1,login,"{""country"":""SE"",""session_id"":""6836690c"",""method"":""google""}"
18221a0a-2007-4a90-9b6e-736ff4593f19,2025-08-28T09:38:16+03:00,5,login,"{""country"":""RO"",""session_id"":""50a02a65"",""method"":""password""}"
df9f5695-27d2-4950-8b6e-6d4a3f76b08d,2025-08-20T12:02:23+03:00,22,app_open,"{""country"":""FR"",""session_id"":""0288f1be"",""app_version"":""1.2.0"",""os"":""iOS""}"
0cf8dd21-4a75-4b5a-a306-63f6ec261a96,2025-08-24T15:13:52+03:00,1,logout,"{""country"":""UA"",""session_id"":""2c2780db"",""method"":""github""}"
cada9fa6-cb4f-42bd-bfda-e5a029641122,2025-08-20T11:13:02+03:00,5,view_item,"{""country"":""IT"",""session_id"":""543b0eeb"",""item_id"":""SKU9979"",""price"":99.28,""currency"":""USD""}"
490e2342-5110-4105-9b1e-5d6a2bf40fde,2025-08-22T14:40:34+03:00,112,view_item,"{""country"":""PL"",""session_id"":""dca5aae2"",""item_id"":""SKU3681"",""price"":82.57,""currency"":""USD""}"
bf505523-9ef0-4bd0-9a7f-5203bd962084,2025-08-22T11:03:19+03:00,707,app_open,"{""country"":""KZ"",""session_id"":""ca8ceb26"",""app_version"":""1.9.5"",""os"":""Android""}"
7b62ffa5-a748-4828-b8ce-467de8121221,2025-08-26T12:12:25+03:00,207,view_item,"{""country"":""KZ"",""session_id"":""92c6d70a"",""item_id"":""SKU7635"",""price"":44.72,""currency"":""USD""}"
df29730d-f2ca-464b-9cda-3d6699526790,2025-08-14T08:05:25+03:00,295,app_open,"{""country"":""SE"",""session_id"":""bc728723"",""app_version"":""1.5.7"",""os"":""iOS""}"
c8d014a3-37ea-4907-b8ef-5e19cd6e1196,2025-08-05T15:58:25+03:00,1,app_open,"{""country"":""PL"",""session_id"":""df6dab95"",""app_version"":""1.9.9"",""os"":""Android""}"
47854592-fd25-4dac-b0ef-5b29b53ec00c,2025-08-12T11:33:10+03:00,1,message_sent,"{""country"":""PL"",""session_id"":""c0597d5d"",""length"":56,""channel"":""group""}"
e7e8f272-e342-46fa-b720-a9fbca018dd0,2025-08-26T09:08:53+03:00,121,view_item,"{""country"":""UA"",""session_id"":""fbbdfc75"",""item_id"":""SKU8909"",""price"":66.33,""currency"":""USD""}"
2ad8d875-41eb-4b4d-9082-c7ca1bced173,2025-08-03T20:39:44+03:00,30,add_to_cart,"{""country"":""DE"",""session_id"":""af9ea51d"",""item_id"":""SKU4638"",""qty"":3}"
3f490ea5-7bf1-43a2-8491-8ec0776357c5,2025-08-27T13:36:13+03:00,176,view_item,"{""country"":""UA"",""session_id"":""5c203cc2"",""item_id"":""SKU7549"",""price"":188.02,""currency"":""USD""}"
1cc2d59c-6f3a-4a80-b44f-65edd4f949cf,2025-08-05T10:46:52+03:00,4,app_open,"{""country"":""US"",""session_id"":""3c549e7e"",""app_version"":""1.0.8"",""os"":""Web""}"
f1ef1dd3-2c9b-4415-9c93-7af0211d23e6,2025-08-04T12:29:35+03:00,163,app_open,"{""country"":""RO"",""session_id"":""f48f40de"",""app_version"":""1.4.6"",""os"":""Android""}"
a83149c3-6d97-4ea9-abc5-a0fd3608cb83,2025-08-22T12:32:28+03:00,7,add_to_cart,"{""country"":""DE"",""session_id"":""bc28f621"",""item_id"":""SKU1382"",""qty"":1}"
